"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs1078643-<b>A</b>,"8 x 10-13",,0.771,1.13,'-,[1.09-1.17],"TMEM220-AS1, TMEM238L","Colorectal cancer","colorectal cancer",'-,GCST007552,17:10803924
rs13831-<b>G</b>,"2 x 10-8",,0.684,1.08,'-,[1.05-1.11],GNAS,"Colorectal cancer","colorectal cancer",'-,GCST007552,20:58900136
rs6584283-<b>C</b>,"1 x 10-10",,0.564,1.09,'-,[1.06-1.12],LINC01475,"Colorectal cancer","colorectal cancer",'-,GCST007552,10:99530544
rs7229639-<b>A</b>,"2 x 10-27",,0.17,1.21,'-,[1.17-1.25],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST007552,18:48924606
rs647161-<b>A</b>,"3 x 10-15",,0.33,1.12,'-,[1.09-1.15],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST007552,5:135163402
rs11196172-<b>A</b>,"3 x 10-15",,0.69,1.12,'-,[1.09-1.16],TCF7L2,"Colorectal cancer","colorectal cancer",'-,GCST007552,10:112967084
rs2450115-<b>T</b>,"2 x 10-14",,0.56,1.11,'-,[1.08-1.14],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST007552,8:116611854
rs174537-<b>G</b>,"8 x 10-12",,0.62,1.1,'-,[1.07-1.13],"TMEM258, MYRF","Colorectal cancer","colorectal cancer",'-,GCST007552,11:61785208
rs12241008-<b>C</b>,"2 x 10-11",,0.27,1.11,'-,[1.07-1.14],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST007552,10:112520943
rs6469656-<b>A</b>,"2 x 10-10",,0.65,1.09,'-,[1.06-1.12],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST007552,8:116635549
rs2423279-<b>C</b>,"3 x 10-10",,0.31,1.1,'-,[1.06-1.13],HAO1,"Colorectal cancer","colorectal cancer",'-,GCST007552,20:7831703
rs704017-<b>G</b>,"1 x 10-9",,0.33,1.09,'-,[1.06-1.12],ZMIZ1-AS1,"Colorectal cancer","colorectal cancer",'-,GCST007552,10:79059375
rs10774214-<b>T</b>,"3 x 10-9",,0.4,1.09,'-,[1.06-1.13],CCND2-AS1,"Colorectal cancer","colorectal cancer",'-,GCST007552,12:4259186
rs847208-<b>A</b>,"3 x 10-7",,0.67,1.08,'-,[1.05-1.11],"LINC01082, LINC01081","Colorectal cancer","colorectal cancer",'-,GCST007552,16:86220445
rs6065668-<b>T</b>,"4 x 10-7",,0.4,1.07,'-,[1.04-1.10],"LINC01728, TOX2","Colorectal cancer","colorectal cancer",'-,GCST007552,20:43904181
rs4711689-<b>A</b>,"6 x 10-6",,0.85,1.09,'-,[1.05-1.13],TFEB,"Colorectal cancer","colorectal cancer",'-,GCST007552,6:41725074
rs6983267-<b>G</b>,"1 x 10-31",,0.39,1.17,'-,[1.14-1.20],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST007552,8:127401060
rs10795668-<b>G</b>,"5 x 10-24",,0.61,1.14,'-,[1.11-1.17],RNA5SP299,"Colorectal cancer","colorectal cancer",'-,GCST007552,10:8659256
rs4939827-<b>T</b>,"5 x 10-15",,0.24,1.13,'-,[1.09-1.16],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST007552,18:48927093
rs6066825-<b>A</b>,"4 x 10-11",,0.71,1.1,'-,[1.07-1.13],PREX1,"Colorectal cancer","colorectal cancer",'-,GCST007552,20:48723580
rs16969681-<b>T</b>,"1 x 10-8",,0.46,1.08,'-,[1.05-1.11],"GREM1, SCG5","Colorectal cancer","colorectal cancer",'-,GCST007552,15:32700910
rs4813802-<b>G</b>,"1 x 10-8",,0.21,1.1,'-,[1.06-1.13],LINC01713,"Colorectal cancer","colorectal cancer",'-,GCST007552,20:6718948
rs3802842-<b>C</b>,"5 x 10-7",,0.39,1.07,'-,[1.04-1.10],"COLCA2, COLCA1","Colorectal cancer","colorectal cancer",'-,GCST007552,11:111300984
rs10411210-<b>C</b>,"1 x 10-7",,0.83,1.1,'-,[1.06-1.14],RHPN2,"Colorectal cancer","colorectal cancer",'-,GCST007552,19:33041394
rs10936599-<b>C</b>,"2 x 10-6",,0.39,1.06,'-,[1.04-1.09],MYNN,"Colorectal cancer","colorectal cancer",'-,GCST007552,3:169774313
rs2735940-<b>G</b>,"6 x 10-6",,0.61,1.07,'-,[1.04-1.10],"TERT, MIR4457","Colorectal cancer","colorectal cancer",'-,GCST007552,5:1296371
rs1321311-<b>A</b>,"1 x 10-6",,0.15,1.09,'-,[1.05-1.13],"RNU1-88P, Y_RNA","Colorectal cancer","colorectal cancer",'-,GCST007552,6:36655123
rs3824999-<b>G</b>,"3 x 10-6",,0.41,1.07,'-,[1.04-1.09],POLD3,"Colorectal cancer","colorectal cancer",'-,GCST007552,11:74634505
rs1810502-<b>C</b>,"1 x 10-6",,0.45,1.07,'-,[1.04-1.10],"RN7SL636P, COX6CP2","Colorectal cancer","colorectal cancer",'-,GCST007552,20:50440951
rs7542665-<b>C</b>,"4 x 10-8",,0.273,1.08,'-,[1.05-1.11],L1TD1,"Colorectal cancer","colorectal cancer",'-,GCST007552,1:62207365
rs201395236-<b>T</b>,"5 x 10-8",,0.987,1.75,'-,[1.43-2.13],EFCAB2,"Colorectal cancer","colorectal cancer",'-,GCST007552,1:245018119
rs7606562-<b>T</b>,"1 x 10-8",,0.813,1.1,'-,[1.07-1.14],PPP1R21,"Colorectal cancer","colorectal cancer",'-,GCST007552,2:48459556
rs113569514-<b>T</b>,"2 x 10-12",,0.62,1.1,'-,[1.07-1.13],SLCO2A1,"Colorectal cancer","colorectal cancer",'-,GCST007552,3:134029945
rs12659017-<b>G</b>,"4 x 10-8",,0.232,1.09,'-,[1.06-1.12],"BOLA3P3, TEX43","Colorectal cancer","colorectal cancer",'-,GCST007552,5:126652483
rs1476570-<b>A</b>,"7 x 10-9",,0.376,1.12,'-,[1.08-1.16],"HCP5B, HLA-G","Colorectal cancer","colorectal cancer",'-,GCST007552,6:29842083
rs3830041-<b>T</b>,"2 x 10-8",,0.14,1.16,'-,[1.10-1.21],NOTCH4,"Colorectal cancer","colorectal cancer",'-,GCST007552,6:32223562
rs77969132-<b>T</b>,"5 x 10-8",,0.015,1.44,'-,[1.27-1.65],DENND5B,"Colorectal cancer","colorectal cancer",'-,GCST007552,12:31441879
rs2730985-<b>G</b>,"1 x 10-8",,0.629,1.08,'-,[1.05-1.11],LINC02450,"Colorectal cancer","colorectal cancer",'-,GCST007552,12:42736822
rs1886450-<b>G</b>,"6 x 10-12",,0.593,1.09,'-,[1.07-1.12],"MARK2P12, LINC00393","Colorectal cancer","colorectal cancer",'-,GCST007552,13:73412491
rs201447553-<b>?</b>,"9 x 10-6",,NR,10.746,'-,[9.7-11.8],"B3GLCT, RXFP2","Colorectal cancer","colorectal cancer",'-,GCST012421,13:31507062
chr16:59740698-<b>?</b>,"1 x 10-6",,NR,17.539,'-,[16.38-18.7],'-,"Colorectal cancer","colorectal cancer",'-,GCST012421,"Mapping not available"
rs17663205-<b>?</b>,"8 x 10-6",,NR,0.089,'-,[-0.9694-1.1474],MRO,"Colorectal cancer","colorectal cancer",'-,GCST012421,18:50798114
rs139401613-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,ST6GALNAC2,"Colorectal cancer","colorectal cancer",'-,GCST012176,17:76566210
rs35467001-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,SDK2,"Colorectal cancer","colorectal cancer",'-,GCST012176,17:73383923
rs7758229-<b>T</b>,"8 x 10-9","(distal colon cancer)",NR,1.28,'-,[1.18-1.39],SLC22A3,"Colorectal cancer","colorectal cancer",'-,GCST000948,6:160419220
rs6983267-<b>G</b>,"2 x 10-8","(colorectal cancer)",0.34,1.18,'-,[1.11-1.25],"POU5F1B, CCAT2, CASC8, PCAT1","Colorectal cancer","colorectal cancer",'-,GCST000948,8:127401060
rs10774214-<b>T</b>,"3 x 10-8",,0.379,1.09,'-,[1.06-1.13],CCND2-AS1,"Colorectal cancer","colorectal cancer",'-,GCST001792,12:4259186
rs10774214-<b>T</b>,"5 x 10-10","(East Asian)",0.352,1.17,'-,[1.11-1.23],CCND2-AS1,"Colorectal cancer","colorectal cancer",'-,GCST001792,12:4259186
rs1665650-<b>T</b>,"9 x 10-7","(East Asian)",0.315,1.13,'-,[1.08-1.19],HSPA12A,"Colorectal cancer","colorectal cancer",'-,GCST001792,10:116727589
rs2423279-<b>C</b>,"7 x 10-9",,0.252,1.1,'-,[1.06-1.14],HAO1,"Colorectal cancer","colorectal cancer",'-,GCST001792,20:7831703
rs647161-<b>A</b>,"4 x 10-10","(East Asian)",0.313,1.17,'-,[1.11-1.22],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST001792,5:135163402
rs2423279-<b>C</b>,"2 x 10-7","(East Asian)",0.302,1.14,'-,[1.08-1.19],HAO1,"Colorectal cancer","colorectal cancer",'-,GCST001792,20:7831703
rs647161-<b>A</b>,"1 x 10-10",,0.667,1.11,'-,[1.08-1.15],C5orf66,"Colorectal cancer","colorectal cancer",'-,GCST001792,5:135163402
rs10505477-<b>A</b>,"3 x 10-11",,0.50,1.17,'-,[1.12-1.23],"POU5F1B, PCAT1, CASC8","Colorectal cancer","colorectal cancer",'-,GCST000052,8:127395198
rs11255841-<b>T</b>,"7 x 10-11",,0.68,1.19,'-,[NR],RNA5SP299,"Colorectal cancer","colorectal cancer",'-,GCST002411,10:8697617
rs34245511-<b>C</b>,"3 x 10-8",,0.346,1.144,'-,[NR],LIMA1,"Colorectal cancer","colorectal cancer",'-,GCST002411,12:50179650
rs73376930-<b>G</b>,"1 x 10-11",,0.207,1.246,'-,[NR],GREM1,"Colorectal cancer","colorectal cancer",'-,GCST002411,15:32720301
rs13343954-<b>T</b>,"7 x 10-8",,0.857,1.183,'-,[NR],RHPN2,"Colorectal cancer","colorectal cancer",'-,GCST002411,19:33036982
rs57046232-<b>T</b>,"3 x 10-6",,0.369,1.107,'-,[NR],CASC20,"Colorectal cancer","colorectal cancer",'-,GCST002411,20:6399697
rs2427308-<b>C</b>,"3 x 10-11",,0.78,1.235,'-,[NR],CABLES2,"Colorectal cancer","colorectal cancer",'-,GCST002411,20:62394395
rs1035209-<b>T</b>,"5 x 10-11",,0.195,1.12,'-,[1.08-1.16],"SLC25A28, NKX2-3","Colorectal cancer","colorectal cancer",'-,GCST002411,10:99585609
rs140355816-<b>G</b>,"2 x 10-8",,0.017,1.591,'-,[NR],EIF3H,"Colorectal cancer","colorectal cancer",'-,GCST002411,8:116562277
rs10505477-<b>T</b>,"8 x 10-13",,0.54,1.198,'-,[NR],"POU5F1B, PCAT1, CASC8","Colorectal cancer","colorectal cancer",'-,GCST002411,8:127395198
rs12241008-<b>C</b>,"1 x 10-9",,0.090,1.13,'-,[1.09–1.18],VTI1A,"Colorectal cancer","colorectal cancer",'-,GCST002561,10:112520943
rs7742915-<b>?</b>,"9 x 10-8",,'-,1.308,'-,[NR],BTBD9,"Colorectal cancer","colorectal cancer",'-,GCST005150,6:38179969
rs582962-<b>?</b>,"8 x 10-6",,'-,1.236,'-,[NR],ADGRB3,"Colorectal cancer","colorectal cancer",'-,GCST005150,6:68812086
rs9458376-<b>?</b>,"8 x 10-6",,'-,2.005,'-,[NR],PRKN,"Colorectal cancer","colorectal cancer",'-,GCST005150,6:161798822
rs34541550-<b>?</b>,"5 x 10-6",,'-,1.302,'-,[NR],CPVL,"Colorectal cancer","colorectal cancer",'-,GCST005150,7:29068376
rs6948772-<b>?</b>,"4 x 10-6",,'-,1.2532898,'-,[NR],"RBM33, CNPY1","Colorectal cancer","colorectal cancer",'-,GCST005150,7:155608201
rs2272613-<b>?</b>,"2 x 10-6",,'-,1.504,'-,[NR],"ARHGEF10, KBTBD11-OT1","Colorectal cancer","colorectal cancer",'-,GCST005150,8:1925374
rs16887197-<b>?</b>,"2 x 10-6",,'-,1.5629884,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005150,8:115234438
rs12378118-<b>?</b>,"8 x 10-6",,'-,1.3142331,'-,[NR],RANBP6,"Colorectal cancer","colorectal cancer",'-,GCST005150,9:6033278
rs7873807-<b>?</b>,"3 x 10-6",,'-,1.246,'-,[NR],PPIAP33,"Colorectal cancer","colorectal cancer",'-,GCST005150,9:7582632
rs12378124-<b>?</b>,"2 x 10-6",,'-,1.41,'-,[NR],PTPRD,"Colorectal cancer","colorectal cancer",'-,GCST005150,9:9668869
rs11144217-<b>?</b>,"5 x 10-6",,'-,1.276,'-,[NR],NMRK1,"Colorectal cancer","colorectal cancer",'-,GCST005150,9:75081761
rs10989517-<b>?</b>,"8 x 10-6",,'-,1.494,'-,[NR],"ALDOB, TMEM246-AS1","Colorectal cancer","colorectal cancer",'-,GCST005150,9:101460426
rs1056107-<b>?</b>,"6 x 10-6",,'-,1.2291052,'-,[NR],PTBP3,"Colorectal cancer","colorectal cancer",'-,GCST005150,9:112324847
rs12627687-<b>?</b>,"8 x 10-6",,'-,1.3,'-,[NR],"MRPS6, LINC00310","Colorectal cancer","colorectal cancer",'-,GCST005150,21:34145184
rs11812485-<b>?</b>,"8 x 10-6",,'-,1.6273394,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005150,10:81288281
rs10495672-<b>?</b>,"3 x 10-6",,'-,1.433,'-,[NR],KCNS3,"Colorectal cancer","colorectal cancer",'-,GCST005152,2:18313189
rs10878977-<b>?</b>,"8 x 10-6",,'-,1.407,'-,[NR],"RN7SL804P, RPS26P45","Colorectal cancer","colorectal cancer",'-,GCST005152,12:69405910
rs11123333-<b>?</b>,"4 x 10-6",,'-,1.3757051,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005152,2:116151675
rs1505758-<b>?</b>,"3 x 10-6",,'-,1.3825521,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005152,2:116321325
rs1654668-<b>?</b>,"6 x 10-6",,'-,1.3610997,'-,[NR],LILRB4,"Colorectal cancer","colorectal cancer",'-,GCST005152,19:54662761
rs16869961-<b>?</b>,"1 x 10-6",,'-,1.4186409,'-,[NR],KCNIP4,"Colorectal cancer","colorectal cancer",'-,GCST005152,4:20778692
rs17626293-<b>?</b>,"7 x 10-6",,'-,2.1159544,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005152,1:195682389
rs1912804-<b>?</b>,"3 x 10-7",,'-,1.693,'-,[NR],WWOX,"Colorectal cancer","colorectal cancer",'-,GCST005152,16:78592686
rs7134911-<b>?</b>,"9 x 10-6",,'-,1.3542795,'-,[NR],"LINC00941, PPIAP44","Colorectal cancer","colorectal cancer",'-,GCST005152,12:30822535
rs7831492-<b>?</b>,"6 x 10-6",,'-,1.369863,'-,[NR],ANK1,"Colorectal cancer","colorectal cancer",'-,GCST005152,8:41756985
rs845868-<b>?</b>,"2 x 10-6",,'-,1.4667058,'-,[NR],LINC01622,"Colorectal cancer","colorectal cancer",'-,GCST005152,6:998578
rs954980-<b>?</b>,"5 x 10-6",,'-,1.3933399,'-,[NR],"GLIS3, RFX3-AS1","Colorectal cancer","colorectal cancer",'-,GCST005152,9:3761909
rs9583269-<b>?</b>,"6 x 10-7",,'-,1.4427933,'-,[NR],MYO16,"Colorectal cancer","colorectal cancer",'-,GCST005152,13:108630682
rs7942260-<b>?</b>,"7 x 10-6",,'-,1.4398848,'-,[NR],PIWIL4,"Colorectal cancer","colorectal cancer",'-,GCST005150,11:94612336
rs11224824-<b>?</b>,"3 x 10-6",,'-,1.367,'-,[NR],TRPC6,"Colorectal cancer","colorectal cancer",'-,GCST005150,11:101538407
rs7927484-<b>?</b>,"9 x 10-6",,'-,1.287,'-,[NR],"U8, CLMP","Colorectal cancer","colorectal cancer",'-,GCST005150,11:123268252
rs323473-<b>?</b>,"3 x 10-6",,'-,1.498,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005150,13:104707293
rs12913832-<b>?</b>,"7 x 10-6",,'-,1.252,'-,[NR],HERC2,"Colorectal cancer","colorectal cancer",'-,GCST005150,15:28120472
rs16944613-<b>?</b>,"1 x 10-7",,'-,1.319,'-,[NR],CRTC3,"Colorectal cancer","colorectal cancer",'-,GCST005150,15:90595866
rs476605-<b>?</b>,"4 x 10-6",,'-,1.24471,'-,[NR],RBFOX1,"Colorectal cancer","colorectal cancer",'-,GCST005150,16:5379576
rs917543-<b>?</b>,"8 x 10-6",,'-,1.2420816,'-,[NR],RBFOX1,"Colorectal cancer","colorectal cancer",'-,GCST005150,16:7693745
rs9929215-<b>?</b>,"3 x 10-6",,'-,1.767,'-,[NR],FENDRR,"Colorectal cancer","colorectal cancer",'-,GCST005150,16:86487884
rs12604637-<b>?</b>,"8 x 10-6",,'-,1.346,'-,[NR],"AKR1B1P6, RAB12","Colorectal cancer","colorectal cancer",'-,GCST005150,18:8556718
rs674617-<b>?</b>,"9 x 10-6",,'-,1.408,'-,[NR],"KRT18P8, RAB31","Colorectal cancer","colorectal cancer",'-,GCST005150,18:9701785
rs12953717-<b>?</b>,"3 x 10-7",,'-,1.261,'-,[NR],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST005150,18:48927559
rs694339-<b>?</b>,"4 x 10-7",,'-,1.792,'-,[NR],CBLN2,"Colorectal cancer","colorectal cancer",'-,GCST005150,18:72554745
rs4949330-<b>?</b>,"4 x 10-6",,'-,1.802,'-,[NR],PUM1,"Colorectal cancer","colorectal cancer",'-,GCST005150,1:30976919
rs3753366-<b>?</b>,"1 x 10-6",,'-,1.326,'-,[NR],GNG12,"Colorectal cancer","colorectal cancer",'-,GCST005150,1:67729450
rs2184857-<b>?</b>,"7 x 10-7",,'-,1.2674271,'-,[NR],"RPS7P5, CHRM3","Colorectal cancer","colorectal cancer",'-,GCST005150,1:239918447
rs4954585-<b>?</b>,"1 x 10-6",,'-,1.258,'-,[NR],"UBBP1, HNRNPKP2","Colorectal cancer","colorectal cancer",'-,GCST005150,2:136240824
rs17659990-<b>?</b>,"5 x 10-9",,'-,1.875,'-,[NR],DOCK3,"Colorectal cancer","colorectal cancer",'-,GCST005150,3:50713718
rs1920324-<b>?</b>,"9 x 10-6",,'-,1.3700507,'-,[NR],RAP1BP2,"Colorectal cancer","colorectal cancer",'-,GCST005150,3:104161190
rs13129679-<b>?</b>,"2 x 10-7",,'-,2.3,'-,[NR],"FAM193A, RNF4","Colorectal cancer","colorectal cancer",'-,GCST005150,4:2574375
rs13170463-<b>?</b>,"6 x 10-7",,'-,1.62,'-,[NR],"RNU1-76P, SPEF2","Colorectal cancer","colorectal cancer",'-,GCST005150,5:7983139
rs13355819-<b>?</b>,"5 x 10-6",,'-,1.2425448,'-,[NR],LUCAT1,"Colorectal cancer","colorectal cancer",'-,GCST005150,5:91280462
rs742223-<b>?</b>,"5 x 10-7",,'-,1.6647245,'-,[NR],"Metazoa_SRP, ADTRP","Colorectal cancer","colorectal cancer",'-,GCST005150,6:11705467
rs811100-<b>?</b>,"9 x 10-6",,'-,1.553,'-,[NR],KIAA0319,"Colorectal cancer","colorectal cancer",'-,GCST005150,6:24546799
rs1362126-<b>?</b>,"1 x 10-7",,'-,1.3338668,'-,[NR],HLA-F,"Colorectal cancer","colorectal cancer",'-,GCST005150,6:29723242
rs16944613-<b>?</b>,"2 x 10-6",,'-,1.343,'-,[NR],CRTC3,"Colorectal cancer","colorectal cancer",'-,GCST005149,15:90595866
rs6668441-<b>?</b>,"5 x 10-6",,'-,1.9264112,'-,[NR],LINC01709,"Colorectal cancer","colorectal cancer",'-,GCST005148,1:101777361
rs35505947-<b>?</b>,"6 x 10-6",,'-,1.460707,'-,[NR],MC2R,"Colorectal cancer","colorectal cancer",'-,GCST005148,18:13954110
rs17179503-<b>?</b>,"6 x 10-6",,'-,1.8409425,'-,[NR],CACNA2D1,"Colorectal cancer","colorectal cancer",'-,GCST005148,7:82357973
rs17659990-<b>?</b>,"1 x 10-7",,'-,1.925,'-,[NR],DOCK3,"Colorectal cancer","colorectal cancer",'-,GCST005149,3:50713718
rs2184857-<b>?</b>,"6 x 10-6",,'-,1.2934936,'-,[NR],"RPS7P5, CHRM3","Colorectal cancer","colorectal cancer",'-,GCST005149,1:239918447
rs28541881-<b>?</b>,"1 x 10-6",,'-,1.604,'-,[NR],GARRE1,"Colorectal cancer","colorectal cancer",'-,GCST005149,19:34277685
rs2965280-<b>?</b>,"2 x 10-6",,'-,1.606,'-,[NR],"PDCD2L, UBA2","Colorectal cancer","colorectal cancer",'-,GCST005149,19:34426795
rs302359-<b>?</b>,"3 x 10-6",,'-,2.471,'-,[NR],TMTC1,"Colorectal cancer","colorectal cancer",'-,GCST005149,12:29797945
rs323473-<b>?</b>,"4 x 10-6",,'-,1.578,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005149,13:104707293
rs11927424-<b>?</b>,"1 x 10-6",,'-,1.307,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005149,3:88708681
rs3914272-<b>?</b>,"5 x 10-6",,'-,1.38,'-,[NR],TMEM212-AS1,"Colorectal cancer","colorectal cancer",'-,GCST005149,3:171840746
rs4086865-<b>?</b>,"7 x 10-6",,'-,1.665,'-,[NR],'-,"Colorectal cancer","colorectal cancer",'-,GCST005149,11:25990646
rs1262463-<b>?</b>,"5 x 10-6",,'-,1.595,'-,[NR],TCF4,"Colorectal cancer","colorectal cancer",'-,GCST005149,18:55287190
rs4836891-<b>?</b>,"9 x 10-7",,'-,1.582,'-,[NR],OR1J2,"Colorectal cancer","colorectal cancer",'-,GCST005149,9:122511295
rs1270639-<b>?</b>,"3 x 10-6",,'-,1.437,'-,[NR],PTPRN2,"Colorectal cancer","colorectal cancer",'-,GCST005149,7:157662767
rs12916300-<b>?</b>,"4 x 10-7",,'-,1.35,'-,[NR],HERC2,"Colorectal cancer","colorectal cancer",'-,GCST005149,15:28165345
rs12953717-<b>?</b>,"9 x 10-7",,'-,1.302,'-,[NR],SMAD7,"Colorectal cancer","colorectal cancer",'-,GCST005149,18:48927559
rs674617-<b>?</b>,"9 x 10-6",,'-,1.486,'-,[NR],"KRT18P8, RAB31","Colorectal cancer","colorectal cancer",'-,GCST005149,18:9701785
rs13170463-<b>?</b>,"5 x 10-6",,'-,1.667,'-,[NR],"RNU1-76P, SPEF2","Colorectal cancer","colorectal cancer",'-,GCST005149,5:7983139
rs1362126-<b>?</b>,"3 x 10-7",,'-,1.3908206,'-,[NR],HLA-F,"Colorectal cancer","colorectal cancer",'-,GCST005149,6:29723242
rs1557614-<b>?</b>,"9 x 10-6",,'-,1.292992,'-,[NR],LINC02641,"Colorectal cancer","colorectal cancer",'-,GCST005149,10:123487946
rs9676308-<b>?</b>,"9 x 10-6",,'-,1.643,'-,[NR],"USP29, RPL7AP69","Colorectal cancer","colorectal cancer",'-,GCST005149,19:57067709
rs16869961-<b>?</b>,"2 x 10-6",,'-,1.3287271,'-,[NR],KCNIP4,"Colorectal cancer","colorectal cancer",'-,GCST005149,4:20778692
rs5753618-<b>?</b>,"8 x 10-6",,'-,1.274,'-,[NR],"DRG1, EIF4ENIF1","Colorectal cancer","colorectal cancer",'-,GCST005150,22:31442532
rs1912804-<b>?</b>,"1 x 10-6",,'-,1.586,'-,[NR],WWOX,"Colorectal cancer","colorectal cancer",'-,GCST005148,16:78592686
rs17177725-<b>?</b>,"8 x 10-6",,'-,1.6447369,'-,[NR],SLC25A21,"Colorectal cancer","colorectal cancer",'-,GCST005149,14:36888207
rs17416314-<b>?</b>,"2 x 10-6",,'-,1.6490766,'-,[NR],PDZD2,"Colorectal cancer","colorectal cancer",'-,GCST005149,5:31804244
rs17382698-<b>?</b>,"9 x 10-6",,'-,1.522,'-,[NR],PVT1,"Colorectal cancer","colorectal cancer",'-,GCST005148,8:128126960
rs1155750-<b>?</b>,"9 x 10-6",,'-,1.4334862,'-,[NR],FAM83B,"Colorectal cancer","colorectal cancer",'-,GCST005148,6:54865546
rs10790917-<b>?</b>,"2 x 10-6",,'-,1.2884938,'-,[NR],SLC25A47P1,"Colorectal cancer","colorectal cancer",'-,GCST005149,11:127775792
rs11224824-<b>?</b>,"3 x 10-6",,'-,1.436,'-,[NR],TRPC6,"Colorectal cancer","colorectal cancer",'-,GCST005149,11:101538407
rs11539086-<b>?</b>,"9 x 10-6",,'-,1.522,'-,[NR],FAM107A,"Colorectal cancer","colorectal cancer",'-,GCST005149,3:58566602
rs11803759-<b>?</b>,"6 x 10-6",,'-,1.851,'-,[NR],KAZN,"Colorectal cancer","colorectal cancer",'-,GCST005149,1:14338636
rs11853542-<b>?</b>,"7 x 10-6",,'-,1.36,'-,[NR],"RNU6-185P, LINC00052","Colorectal cancer","colorectal cancer",'-,GCST005149,15:87509536
rs35874699-<b>?</b>,"5 x 10-6",,'-,1.2886598,'-,[NR],LINC02195,"Colorectal cancer","colorectal cancer",'-,GCST005149,16:26527941
rs1202519-<b>?</b>,"6 x 10-6",,'-,1.2845215,'-,[NR],"CAPN9, RNA5SP79","Colorectal cancer","colorectal cancer",'-,GCST005149,1:230811394
rs12500234-<b>?</b>,"4 x 10-6",,'-,1.2956724,'-,[NR],SMIM14,"Colorectal cancer","colorectal cancer",'-,GCST005149,4:39618250
rs4397989-<b>?</b>,"3 x 10-6",,'-,1.3208295,'-,[NR],"MTND4P1, PCDH17","Colorectal cancer","colorectal cancer",'-,GCST005149,13:84504393
rs12667108-<b>?</b>,"6 x 10-6",,'-,1.459641,'-,[NR],"OR10AH1P, RBAKDN","Colorectal cancer","colorectal cancer",'-,GCST005149,7:5094305
rs4979489-<b>?</b>,"9 x 10-6",,'-,1.3310263,'-,[NR],DELEC1,"Colorectal cancer","colorectal cancer",'-,GCST005149,9:115006400
rs511674-<b>?</b>,"6 x 10-6",,'-,2.155,'-,[NR],SMAD9,"Colorectal cancer","colorectal cancer",'-,GCST005149,13:36848378
rs5753618-<b>?</b>,"6 x 10-7",,'-,1.366,'-,[NR],"DRG1, EIF4ENIF1","Colorectal cancer","colorectal cancer",'-,GCST005149,22:31442532
rs12999616-<b>?</b>,"7 x 10-6",,'-,1.338,'-,[NR],"ZAP70, C2orf92","Colorectal cancer","colorectal cancer",'-,GCST005149,2:97707918
rs6853410-<b>?</b>,"7 x 10-6",,'-,1.315,'-,[NR],RASGEF1B,"Colorectal cancer","colorectal cancer",'-,GCST005149,4:81772382
rs694339-<b>?</b>,"1 x 10-7",,'-,1.973,'-,[NR],CBLN2,"Colorectal cancer","colorectal cancer",'-,GCST005149,18:72554745
rs7606512-<b>?</b>,"9 x 10-7",,'-,1.837,'-,[NR],LINC01173,"Colorectal cancer","colorectal cancer",'-,GCST005149,2:234701030
rs926340-<b>?</b>,"8 x 10-6",,'-,1.274,'-,[NR],OSBP2,"Colorectal cancer","colorectal cancer",'-,GCST005149,22:30743331
rs16845107-<b>?</b>,"6 x 10-7",,'-,1.9069412,'-,[NR],"CFAP44-AS1, CFAP44","Colorectal cancer","colorectal cancer",'-,GCST005149,3:113409144
rs926340-<b>?</b>,"4 x 10-6",,'-,1.235,'-,[NR],OSBP2,"Colorectal cancer","colorectal cancer",'-,GCST005150,22:30743331
rs4813802-<b>?</b>,"6 x 10-6",,0.206,1.1135857,'-,[1.06-1.17],LINC01713,"Colorectal cancer","colorectal cancer",'-,GCST005591,20:6718948
rs174537-<b>G</b>,"2 x 10-7",,0.601,1.111,'-,[1.068-1.155],"TMEM258, MYRF","Colorectal cancer","colorectal cancer",'-,GCST005591,11:61785208
rs2427308-<b>C</b>,"2 x 10-6",,0.912,1.189,'-,[1.106-1.278],CABLES2,"Colorectal cancer","colorectal cancer",'-,GCST005591,20:62394395
