"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs147865473-<b>G</b>,"5 x 10-8",,0.0378,'-,"0.02484716 unit decrease",[0.016-0.034],'-,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,12:87393704
rs6538292-<b>G</b>,"2 x 10-8",,0.623,'-,"0.010414693 unit decrease",[0.0068-0.0141],'-,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,12:91679781
rs12869810-<b>C</b>,"2 x 10-8",,0.5,'-,"0.009684276 unit decrease",[0.0063-0.0131],'-,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,13:67514913
rs2274793-<b>T</b>,"1 x 10-11",,0.329,'-,"0.012425059 unit decrease",[0.0088-0.016],OTX2-AS1,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,14:56817250
rs2348072-<b>A</b>,"2 x 10-12",,0.727,'-,"0.013562599 unit decrease",[0.0098-0.0174],"ARMH4, PSMA3-AS1","Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,14:58277034
rs28929474-<b>T</b>,"2 x 10-14",,0.0154,'-,"0.053747147 unit decrease",[0.04-0.068],SERPINA1,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,14:94378610
rs1025143-<b>C</b>,"4 x 10-9",,0.377,'-,"0.0104990015 unit increase",[0.007-0.014],SEMA6D,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,15:47392862
rs2472297-<b>T</b>,"3 x 10-8",,0.206,'-,"0.011993645 unit increase",[0.0078-0.0162],"CYP1A2, CYP1A1","Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,15:74735539
rs1496876-<b>A</b>,"5 x 10-9",,0.378,'-,"0.010397063 unit increase",[0.0069-0.0139],"AGBL1, AGBL1-AS1","Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,15:86310520
rs72768626-<b>G</b>,"1 x 10-13",,0.0649,'-,"0.026186276 unit decrease",[0.019-0.033],TNRC6A,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,16:24681727
rs34836-<b>G</b>,"8 x 10-13",,0.453,'-,"0.013143449 unit decrease",[0.0095-0.0167],CLN3,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,16:28483502
rs9932605-<b>G</b>,"1 x 10-10",,0.474,'-,"0.011322941 unit decrease",[0.0079-0.0148],PPP4C,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,16:30080727
rs1558902-<b>A</b>,"4 x 10-12",,0.4,'-,"0.012179407 unit decrease",[0.0087-0.0156],FTO,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST010543,16:53769662
rs11273215-<b>A</b>,"3 x 10-9",,0.569738,'-,"0.0127579 unit increase",[0.0086-0.0169],EXOG,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,3:38513557
rs324012-<b>C</b>,"5 x 10-9",,0.55017,'-,"0.0122505 unit decrease",[0.0081-0.0164],STAT6,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,12:57109198
rs2079227-<b>G</b>,"9 x 10-9",,0.530439,'-,"0.0119639 unit decrease",[0.0078-0.0161],"KCNC1, SERGEF","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,11:17810453
rs4844947-<b>G</b>,"2 x 10-9",,0.401258,'-,"0.0125219 unit increase",[0.0083-0.0167],SYT14,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,1:210129355
chr8:20995065-<b>ATT</b>,"1 x 10-8",,0.783894,'-,"0.0147899 unit increase",[0.0096-0.02],'-,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,"Mapping not available"
rs117782187-<b>C</b>,"2 x 10-8",,0.954843,'-,"0.0302026 unit decrease",[0.02-0.04],KLHL32,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,6:96985741
rs376122867-<b>CAA</b>,"3 x 10-8",,0.839807,'-,"0.0159836 unit decrease",[0.01-0.022],MYT1L,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,2:2201698
rs6810396-<b>C</b>,"2 x 10-8",,0.804209,'-,"0.01507 unit decrease",[0.0099-0.0203],DHX15,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:24566799
rs12119962-<b>C</b>,"4 x 10-8",,0.794065,'-,"0.0141278 unit increase",[0.0091-0.0192],CAMTA1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,1:7682441
rs62477431-<b>C</b>,"2 x 10-8",,0.78302,'-,"0.0146334 unit increase",[0.0096-0.0197],"KCND2, RNU1-29P","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,7:120121472
rs12030672-<b>C</b>,"5 x 10-8",,0.755869,'-,"0.013101 unit decrease",[0.0083-0.0179],LINC02808,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,1:50269723
rs12593149-<b>G</b>,"1 x 10-8",,0.563285,'-,"0.0123029 unit decrease",[0.0081-0.0165],AGBL1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,15:86324877
rs7861804-<b>A</b>,"2 x 10-8",,0.545528,'-,"0.0119897 unit decrease",[0.0077-0.0163],RALGPS1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,9:127018650
rs55932213-<b>A</b>,"1 x 10-8",,0.255131,'-,"0.0141131 unit decrease",[0.0093-0.0189],LINC01505,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,9:105993341
rs13135092-<b>A</b>,"3 x 10-29",,0.916695,'-,"0.0428616 unit increase",[0.035-0.05],SLC39A8,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:102276925
rs578102530-<b>G</b>,"8 x 10-23",,0.812702,'-,"0.0281357 unit increase",[0.023-0.034],ARL17B,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,17:46286969
rs199499-<b>C</b>,"2 x 10-17",,0.794081,'-,"0.0234269 unit increase",[0.018-0.029],WNT3,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,17:46788132
rs56030824-<b>G</b>,"3 x 10-16",,0.67822,'-,"0.018133 unit increase",[0.014-0.023],SPI1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,11:47375802
rs1483988-<b>C</b>,"2 x 10-14",,0.546443,'-,"0.0160602 unit decrease",[0.012-0.02],"NUP160, PTPRJ","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,11:47877478
rs62140396-<b>G</b>,"9 x 10-12",,0.883145,'-,"0.0225772 unit increase",[0.016-0.029],BABAM2,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,2:28023974
rs11223617-<b>G</b>,"1 x 10-12",,0.79372,'-,"0.0182231 unit increase",[0.013-0.023],IGSF9B,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,11:133910862
rs11864886-<b>A</b>,"3 x 10-12",,0.774939,'-,"0.0175254 unit decrease",[0.013-0.022],"ERCC4, TMF1P1","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,16:13657968
rs61873510-<b>G</b>,"3 x 10-12",,0.672217,'-,"0.0157739 unit increase",[0.011-0.02],"Y_RNA, PAX2","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,10:100866753
rs1788030-<b>C</b>,"1 x 10-12",,0.541098,'-,"0.0150956 unit increase",[0.011-0.019],TCF4,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,18:55377967
rs1937522-<b>A</b>,"1 x 10-12",,0.471636,'-,"0.0147987 unit increase",[0.011-0.019],"LINC00364, BCRP9","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,13:67506685
rs11078696-<b>G</b>,"2 x 10-12",,0.195756,'-,"0.0195712 unit decrease",[0.014-0.025],"TNFSF12, TNFSF12-TNFSF13","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,17:7555982
rs62136829-<b>C</b>,"2 x 10-11",,0.949942,'-,"0.0327803 unit increase",[0.023-0.042],LRPPRC,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,2:43909342
rs143618772-<b>T</b>,"8 x 10-11",,0.943089,'-,"0.0298633 unit decrease",[0.021-0.039],SCAPER,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,15:76524108
rs9349379-<b>A</b>,"1 x 10-11",,0.594495,'-,"0.0144514 unit decrease",[0.01-0.019],PHACTR1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,6:12903725
rs194868-<b>T</b>,"2 x 10-11",,0.540501,'-,"0.0140053 unit decrease",[0.0099-0.0181],ORC5,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,7:104150021
rs2858088-<b>A</b>,"1 x 10-11",,0.381833,'-,"0.0147637 unit decrease",[0.011-0.019],MSANTD1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:3266983
rs4480324-<b>A</b>,"2 x 10-11",,0.294361,'-,"0.0157159 unit increase",[0.011-0.02],"LINC01646, LINC01777","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,1:4513039
rs11646721-<b>C</b>,"3 x 10-10",,0.924485,'-,"0.0250204 unit increase",[0.017-0.033],"LINC01195, RNA5SP403","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,16:9476510
rs13390019-<b>T</b>,"6 x 10-10",,0.866796,'-,"0.0194208 unit increase",[0.013-0.026],ANKRD36,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,2:97131943
rs35572189-<b>G</b>,"4 x 10-10",,0.637299,'-,"0.0135756 unit decrease",[0.0093-0.0179],BAHCC1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,17:81451999
rs828867-<b>G</b>,"3 x 10-10",,0.457973,'-,"0.0134357 unit decrease",[0.0092-0.0176],TET3,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,2:74107335
rs77123275-<b>C</b>,"1 x 10-9",,0.948114,'-,"0.0286258 unit decrease",[0.019-0.038],"RORB-AS1, RNA5SP286","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,9:74459181
rs2274793-<b>C</b>,"2 x 10-9",,0.672514,'-,"0.0135923 unit increase",[0.0092-0.018],OTX2-AS1,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,14:56817250
rs138774354-<b>G</b>,"5 x 10-9",,0.61753,'-,"0.013002 unit increase",[0.0087-0.0173],"RNU6-774P, Y_RNA","Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:84129894
rs747644159-<b>AT</b>,"5 x 10-11",,0.651214,'-,"0.0171184 unit decrease",[0.012-0.022],WDR43,"Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,2:28906435
rs796384476-<b>CA</b>,"6 x 10-10",,0.641811,'-,"0.0156251 unit decrease",[0.011-0.021],EIF5B,"Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,2:99345944
rs142466329-<b>G</b>,"1 x 10-10",,0.572167,'-,"0.0147867 unit increase",[0.01-0.019],DCC,"Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,18:53215359
rs13029509-<b>G</b>,"3 x 10-10",,0.52045,'-,"0.0143253 unit increase",[0.0099-0.0188],VWC2L,"Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,2:214509485
rs1203213-<b>T</b>,"3 x 10-9",,0.045854,'-,"0.0321289 unit decrease",[0.021-0.043],"COX7A2, COL12A1","Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,6:75233353
rs118134876-<b>C</b>,"5 x 10-8",,0.940433,'-,"0.0261802 unit increase",[0.017-0.036],THSD7A,"Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,7:11460745
rs801925-<b>A</b>,"4 x 10-8",,0.34914,'-,"0.0130981 unit decrease",[0.0084-0.0178],CNTNAP5,"Champagne or white wine consumption (glasses per month) (UKB data field 1578, 4418)","alcohol consumption measurement",'-,GCST90132986,2:124253335
rs6882046-<b>A</b>,"4 x 10-13",,0.733442,'-,"0.0186667 unit decrease",[0.014-0.024],LINC00461,"Red wine consumption (glasses per month) (UKB data field 1578, 4419)","alcohol consumption measurement",'-,GCST90132987,5:88673046
rs4698921-<b>C</b>,"5 x 10-12",,0.393434,'-,"0.0161454 unit decrease",[0.012-0.021],"CXXC4, CXXC4-AS1","Red wine consumption (glasses per month) (UKB data field 1578, 4419)","alcohol consumption measurement",'-,GCST90132987,4:104493065
chr16:62073805-<b>CA</b>,"9 x 10-9",,0.570948,'-,"0.0133108 unit decrease",[0.0088-0.0179],'-,"Red wine consumption (glasses per month) (UKB data field 1578, 4419)","alcohol consumption measurement",'-,GCST90132987,"Mapping not available"
rs1511473-<b>G</b>,"2 x 10-8",,0.805875,'-,"0.0160084 unit decrease",[0.01-0.022],"SPTLC1P2, HNRNPA1P58","Red wine consumption (glasses per month) (UKB data field 1578, 4419)","alcohol consumption measurement",'-,GCST90132987,6:23882725
rs775272701-<b>CA</b>,"3 x 10-8",,0.431363,'-,"0.0126836 unit increase",[0.0082-0.0172],"LINC01735, PLXNA2","Red wine consumption (glasses per month) (UKB data field 1578, 4419)","alcohol consumption measurement",'-,GCST90132987,1:208547547
rs6969458-<b>G</b>,"7 x 10-19",,0.531829,'-,"0.0202737 unit decrease",[0.016-0.025],"PAXBP1P1, DPP6","Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,7:153792640
rs36123652-<b>A</b>,"6 x 10-11",,0.81931,'-,"0.0191933 unit increase",[0.013-0.025],LINC01505,"Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,9:106575786
rs28929474-<b>C</b>,"1 x 10-10",,0.980146,'-,"0.0523585 unit increase",[0.037-0.068],SERPINA1,"Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,14:94378610
rs28370625-<b>A</b>,"4 x 10-10",,0.733639,'-,"0.0160488 unit decrease",[0.011-0.021],SLC2A13,"Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,12:39976349
rs2405693-<b>T</b>,"2 x 10-10",,0.683192,'-,"0.0156195 unit increase",[0.011-0.02],"RNA5SP182, HMGB1P47","Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,5:51550621
rs36029218-<b>A</b>,"2 x 10-9",,0.798793,'-,"0.0170206 unit increase",[0.012-0.023],"LINC00678, BDNF-AS","Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,11:27626824
rs62105575-<b>G</b>,"4 x 10-8",,0.993408,'-,"0.0791029 unit increase",[0.051-0.107],SNTG2,"Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,2:1341624
rs61154893-<b>C</b>,"1 x 10-8",,0.75404,'-,"0.0150245 unit decrease",[0.0099-0.0202],GACAT1,"Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,2:107761063
rs7869829-<b>G</b>,"2 x 10-8",,0.485076,'-,"0.0127688 unit increase",[0.0083-0.0172],NR5A1,"Beer or cider consumption (glasses per month) (UKB data field 1578, 4420)","alcohol consumption measurement",'-,GCST90132988,9:124484898
rs1229984-<b>T</b>,"4 x 10-248",,0.025062,'-,"0.226432 unit decrease",[0.21-0.24],ADH1B,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:99318162
rs1260326-<b>T</b>,"3 x 10-64",,0.39494,'-,"0.0361951 unit decrease",[0.032-0.04],GCKR,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,2:27508073
rs11940694-<b>A</b>,"7 x 10-62",,0.394614,'-,"0.0357367 unit decrease",[0.032-0.04],KLB,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:39413373
rs200576590-<b>C</b>,"4 x 10-37",,0.994055,'-,"0.178206 unit increase",[0.15-0.21],LAMTOR3,"Alcohol consumption (drinks per month) (UKB data field 1578, 4424)","alcohol consumption measurement",'-,GCST90132992,4:99879248
rs776868747-<b>GAT</b>,"2 x 10-18",,0.708361,'-,"0.0227284 unit increase",[0.018-0.028],TBX6,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,16:30086869
rs58905411-<b>G</b>,"1 x 10-16",,0.588978,'-,"0.0176391 unit decrease",[0.013-0.022],"CBX5, SMUG1","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,12:54229348
chr16:19994176-<b>CT</b>,"4 x 10-14",,0.715872,'-,"0.0175424 unit decrease",[0.013-0.022],'-,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,"Mapping not available"
rs140974931-<b>T</b>,"8 x 10-11",,0.99371,'-,"0.110708 unit increase",[0.077-0.144],STPG2,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,4:98062910
rs72787062-<b>G</b>,"3 x 10-11",,0.837477,'-,"0.0187252 unit decrease",[0.013-0.024],"HPR, TXNL4B","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,16:72071945
rs113441031-<b>C</b>,"1 x 10-11",,0.829802,'-,"0.0189582 unit increase",[0.013-0.024],NQO1-DT,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,16:69729377
rs368728198-<b>G</b>,"1 x 10-11",,0.512799,'-,"0.0149013 unit decrease",[0.011-0.019],PHKG2,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,16:30749043
rs6887940-<b>G</b>,"8 x 10-11",,0.462321,'-,"0.0135386 unit decrease",[0.0094-0.0176],"NAMPTP2, RN7SKP246","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,5:144824783
rs7586023-<b>C</b>,"5 x 10-11",,0.323526,'-,"0.0145694 unit decrease",[0.01-0.019],KLHL29,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,2:23666264
rs13263946-<b>C</b>,"2 x 10-10",,0.705044,'-,"0.0144964 unit decrease",[0.01-0.019],ADGRB1,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,8:142452756
rs59239970-<b>A</b>,"7 x 10-10",,0.612347,'-,"0.0131614 unit decrease",[0.0089-0.0174],"AGRN, ISG15","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,1:1017115
rs2181328-<b>A</b>,"2 x 10-10",,0.287474,'-,"0.0148719 unit decrease",[0.01-0.019],CAB39L,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,13:49411982
chr5:132255680-<b>GA</b>,"4 x 10-9",,0.833562,'-,"0.0164312 unit increase",[0.011-0.022],'-,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,"Mapping not available"
rs7514579-<b>A</b>,"5 x 10-9",,0.767051,'-,"0.0141805 unit increase",[0.0093-0.019],BCAR3,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,1:93585793
rs117799466-<b>G</b>,"3 x 10-9",,0.662228,'-,"0.0135119 unit decrease",[0.009-0.018],"ACTG1P15, LPCAT4","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,15:34367316
rs2237021-<b>T</b>,"4 x 10-9",,0.498879,'-,"0.0120319 unit decrease",[0.0079-0.0161],KIT,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,4:54694901
rs2244598-<b>T</b>,"4 x 10-9",,0.396151,'-,"0.0125451 unit decrease",[0.0083-0.0168],ESRRG,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,1:216507658
rs565888917-<b>CA</b>,"5 x 10-9",,0.315863,'-,"0.013422 unit increase",[0.009-0.0179],"PSEN1, PAPLN","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,14:73223937
rs141010627-<b>CT</b>,"5 x 10-9",,0.279359,'-,"0.0146248 unit increase",[0.0096-0.0196],MFAP1,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,15:43813508
rs78621285-<b>A</b>,"5 x 10-8",,0.911376,'-,"0.0196049 unit increase",[0.012-0.027],HS3ST2,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,16:22891701
rs8614-<b>C</b>,"3 x 10-8",,0.817756,'-,"0.015212 unit increase",[0.0099-0.0205],NUFIP2,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,17:29261788
rs72806111-<b>A</b>,"4 x 10-8",,0.746402,'-,"0.0136844 unit decrease",[0.0089-0.0185],RBM27,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,5:146240294
rs113784412-<b>C</b>,"5 x 10-8",,0.674276,'-,"0.0120679 unit increase",[0.0076-0.0165],SPHKAP,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,2:228132815
rs71316947-<b>T</b>,"1 x 10-8",,0.564403,'-,"0.0120698 unit increase",[0.0079-0.0162],TAFA5,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,22:48492128
rs489062-<b>G</b>,"2 x 10-8",,0.561974,'-,"0.0117857 unit increase",[0.0077-0.0159],CRTAC1,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,10:97955987
rs4309518-<b>G</b>,"2 x 10-8",,0.530743,'-,"0.0117662 unit decrease",[0.0077-0.0159],CPS1,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,2:210589409
rs13102973-<b>T</b>,"3 x 10-8",,0.379787,'-,"0.0119604 unit decrease",[0.0077-0.0162],"LINC02462, LINC02485","Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,4:134979533
rs62339673-<b>C</b>,"4 x 10-8",,0.372428,'-,"0.0117197 unit increase",[0.0075-0.016],STOX2,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,4:183907380
rs1377491-<b>A</b>,"2 x 10-8",,0.206639,'-,"0.0146666 unit decrease",[0.0096-0.0197],NFE2L2,"Alcohol consumption","alcohol consumption measurement",'-,GCST90133003,2:177308658
rs2950218-<b>T</b>,"8 x 10-9",,0.706,'-,"0.00838151 unit increase",[0.0055-0.0112],C5orf64,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,5:61731215
rs13357015-<b>A</b>,"3 x 10-9",,0.645,'-,"0.00818496 unit increase",[0.0055-0.0109],RASGRF2,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,5:80967584
rs10068110-<b>T</b>,"7 x 10-9",,0.201,'-,"0.00955412 unit increase",[0.0063-0.0128],'-,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,5:88032069
rs12655091-<b>A</b>,"2 x 10-8",,0.53,'-,"0.00740093 unit decrease",[0.0048-0.01],NAMPTP2,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,5:145032772
rs55872084-<b>T</b>,"9 x 10-9",,0.235,'-,"0.00895569 unit increase",[0.0059-0.012],SGCD,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,5:156474993
rs11739827-<b>T</b>,"6 x 10-9",,0.451,'-,"0.00781981 unit decrease",[0.0052-0.0105],TENM2,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,5:167376316
rs1286127-<b>T</b>,"5 x 10-9",,0.551,'-,"0.00776001 unit decrease",[0.0052-0.0104],RPS6KA5,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,14:90923997
rs28929474-<b>T</b>,"7 x 10-13",,0.0183,'-,"0.0353946 unit decrease",[0.026-0.045],SERPINA1,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,14:94378610
rs7146019-<b>G</b>,"2 x 10-8",,0.578,'-,"0.00765154 unit increase",[0.005-0.0103],BCL11B,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,14:99268647
rs11625650-<b>A</b>,"2 x 10-11",,0.233,'-,"0.010895 unit decrease",[0.0077-0.0141],KIF26A,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,14:104143801
rs1025143-<b>C</b>,"1 x 10-10",,0.357,'-,"0.00890796 unit increase",[0.0062-0.0116],SEMA6D,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,15:47392862
rs2472297-<b>T</b>,"9 x 10-11",,0.249,'-,"0.00996419 unit increase",[0.007-0.013],"CYP1A2, CYP1A1","Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,15:74735539
rs12907323-<b>G</b>,"9 x 10-11",,0.411,'-,"0.00871045 unit increase",[0.0061-0.0113],AGBL1,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,15:86252781
rs705687-<b>G</b>,"1 x 10-11",,0.785,'-,"0.0109027 unit decrease",[0.0077-0.0141],"LINC01646, LINC01777","Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,1:4488393
rs58107686-<b>A</b>,"2 x 10-12",,0.328,'-,"0.0100772 unit decrease",[0.0073-0.0129],PHC2,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,1:33371733
rs1416706-<b>A</b>,"6 x 10-10",,0.669,'-,"0.00870364 unit increase",[0.006-0.0115],P3R3URF-PIK3R3,"Alcohol consumption (drinks per week) (MTAG)","alcohol consumption measurement",'-,GCST007472,1:46137172
