"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs10146472-<b>A</b>,"4 x 10-7",,0.802325969,1.125447,'-,[1.08-1.18],NPAS3,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,14:33545815
rs35028925-<b>A</b>,"2 x 10-6",,0.559939357,1.0992004,'-,[1.06-1.14],CATSPER2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,15:43638408
rs8040868-<b>C</b>,"3 x 10-41",,0.413519195,1.2904406,'-,[1.243425108-1.339233734],CHRNA3,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,15:78618839
rs3813565-<b>T</b>,"3 x 10-19",,0.397141366,1.2010475,'-,[1.153867939-1.25015625],CHRNB4,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,15:78727268
rs7403155-<b>A</b>,"4 x 10-7",,0.299885406,1.1159655,'-,[1.069432691-1.164522965],MORF4L1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,15:78838082
rs34783982-<b>G</b>,"9 x 10-6",,0.705069358,1.0965776,'-,[1.05-1.14],"CARMAL, KRT18P47","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,15:88971932
rs2674946-<b>T</b>,"4 x 10-6",,0.279089295,1.102755,'-,[1.05798494-1.149419408],'-,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,17:13163502
rs117194419-<b>G</b>,"9 x 10-6",,0.974630623,1.4204632,'-,[1.22-1.66],"KRT37, KRT41P","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,17:41414466
rs111537197-<b>C</b>,"7 x 10-6",,0.044726731,1.2532552,'-,[1.136090528-1.382503197],"LINC01973, LINC01987","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,17:77825619
rs12957236-<b>T</b>,"8 x 10-6",,0.252374946,1.100537,'-,[1.055265996-1.147750003],LINC01478,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,18:44319280
rs56113850-<b>C</b>,"7 x 10-11",,0.55529151,1.1555213,'-,[1.11-1.21],CYP2A6,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,19:40847202
rs77710113-<b>T</b>,"6 x 10-6",,0.941966797,1.193753,'-,[1.11-1.29],"ADAR, KCNN3","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:154646147
rs2369473-<b>C</b>,"7 x 10-6",,0.509189675,1.0888755,'-,[1.05-1.13],DCAF8,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:160240937
rs78663305-<b>A</b>,"3 x 10-6",,0.882049259,1.1496092,'-,[1.08-1.22],"XCL2, QRSL1P1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:168528503
rs151066755-<b>G</b>,"2 x 10-6",,0.022968509,1.3238224,'-,[1.179085695-1.486325877],LINC01774,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:209017129
rs3754287-<b>T</b>,"2 x 10-6",,0.142571693,1.1387107,'-,[1.079781533-1.20085612],"HIVEP3, EDN2","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:41486926
rs113688544-<b>C</b>,"4 x 10-6",,0.747240408,1.1049403,'-,[1.06-1.15],"KDM4A-AS1, KDM4A","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:43686240
rs150340921-<b>T</b>,"5 x 10-6",,0.012942394,1.6037836,'-,[1.309278568-1.964533794],LINC01712,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:83471638
rs78359677-<b>G</b>,"1 x 10-6",,0.229878216,1.1185868,'-,[1.068718633-1.170781804],LRRC8D,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,1:89907211
rs10174077-<b>T</b>,"1 x 10-6",,0.476668785,1.0992897,'-,[1.057900617-1.142297942],NEB,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,2:151625198
rs13031455-<b>T</b>,"2 x 10-6",,0.595234799,1.0940219,'-,[1.05-1.14],VSNL1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,2:17602890
rs72949976-<b>T</b>,"5 x 10-6",,0.377410435,1.0923936,'-,[1.051643997-1.134722364],LINC01953,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,2:213169380
rs6957511-<b>C</b>,"1 x 10-6",,0.397848632,1.0997349,'-,[1.058667987-1.142394783],LINC-PINT,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,7:130983859
rs113211131-<b>G</b>,"5 x 10-6",,0.9010466,1.1660558,'-,[1.09-1.25],"CDCA7L, RAPGEF5","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,7:22030019
rs17811625-<b>C</b>,"7 x 10-6",,0.959900401,1.2811943,'-,[1.15-1.43],COBL,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,7:51216518
rs117723999-<b>T</b>,"4 x 10-6",,0.015538428,1.5691193,'-,[1.294572365-1.901890883],AP1S2P1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,7:97468107
rs1909481-<b>C</b>,"4 x 10-6",,0.865513311,1.1388079,'-,[1.08-1.2],LINC02055,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,8:136921226
rs111960002-<b>C</b>,"5 x 10-7",,0.045638836,1.3636285,'-,[1.208731312-1.538375627],ZNF623,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,8:143640250
rs184716813-<b>C</b>,"5 x 10-6",,0.019177004,1.3907048,'-,[1.207670898-1.601479085],ECPAS,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,9:111388967
rs10819083-<b>T</b>,"9 x 10-6",,0.640330689,1.091151,'-,[1.05-1.13],PBX3,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,9:125897928
rs75685923-<b>T</b>,"6 x 10-7",,0.032196583,1.3846594,'-,[1.218378029-1.57363447],REXO4,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,9:133410109
rs1108581-<b>A</b>,"9 x 10-7",,0.796639702,1.122288,'-,[1.07-1.18],DBH,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,9:133640119
rs1333040-<b>C</b>,"7 x 10-7",,0.457931886,1.098154,'-,[1.058273274-1.13953745],CDKN2B-AS1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,9:22083405
rs10974465-<b>T</b>,"6 x 10-6",,0.161054917,1.122095,'-,[1.067564608-1.179410829],GLIS3,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,9:4326243
rs28372851-<b>A</b>,"5 x 10-7",,0.042268249,1.2485899,'-,[1.144910242-1.361658336],"CHUK, ERLIN1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,10:100186276
rs12765052-<b>T</b>,"1 x 10-6",,0.041715698,1.241036,'-,[1.138184927-1.353181152],PKD2L1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,10:100289222
rs3758407-<b>C</b>,"2 x 10-6",,0.05491298,1.2178137,'-,[1.123656383-1.319860939],MASTL,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,10:27156276
rs4453114-<b>C</b>,"2 x 10-6",,0.050833542,1.2302109,'-,[1.129398369-1.340022202],"U8, AKR1C6P","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,10:4918829
rs138809958-<b>C</b>,"2 x 10-6",,0.01719016,1.43228,'-,[1.236127037-1.659559011],NPFFR1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,10:70271142
rs113301858-<b>T</b>,"7 x 10-6",,0.953241896,1.2050368,'-,[1.11-1.31],CHEK1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,11:125640362
rs78276179-<b>C</b>,"5 x 10-6",,0.089914211,1.1871005,'-,[1.102555221-1.278128967],H19,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,11:2000263
rs116955087-<b>T</b>,"4 x 10-6",,0.010630296,1.9248666,'-,[1.459030124-2.539434363],PANX1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,11:94143496
rs7953330-<b>G</b>,"7 x 10-13",,0.6847322140000001,1.1567484,'-,[1.11-1.2],WNK1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,12:889653
rs56057401-<b>C</b>,"7 x 10-6",,0.06568129,1.2347617,'-,[1.125999644-1.354029409],LINC00343,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,13:105748176
rs118166185-<b>G</b>,"5 x 10-6",,0.956338421,1.2207745,'-,[1.12-1.33],'-,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,13:111451555
rs56404467-<b>A</b>,"7 x 10-9",,0.018496379,1.5052111,'-,[1.31093372-1.728280005],FRY,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,13:32265853
rs11571818-<b>C</b>,"1 x 10-15",,0.010732274,2.1252632,'-,[1.768050378-2.554646438],BRCA2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,13:32394673
rs116238841-<b>A</b>,"6 x 10-6",,0.030546796,1.327899,'-,[1.173993165-1.501981212],'-,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,2:225757505
rs7591446-<b>C</b>,"5 x 10-6",,0.809729138,1.1134666,'-,[1.06-1.17],SRBD1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,2:45606937
rs1164302-<b>C</b>,"5 x 10-6",,0.016097125,1.4910039,'-,[1.256336139-1.769504647],CNTN6,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,3:144658358
rs7658584-<b>A</b>,"2 x 10-6",,0.154581981,1.1268572,'-,[1.072285124-1.184206472],'-,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,"Mapping not available"
rs467095-<b>T</b>,"7 x 10-21",,0.573051438,1.1958185,'-,[1.15-1.24],CLPTM1L,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,5:1336106
rs252152-<b>A</b>,"6 x 10-6",,0.346340199,1.0938516,'-,[1.052336843-1.137004138],"GNPDA1, NDFIP1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,5:142066209
rs145108385-<b>A</b>,"9 x 10-6",,0.7124649279999999,1.102437,'-,[1.06-1.15],"ANXA2R, ZNF131","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,5:43054645
rs150350430-<b>G</b>,"3 x 10-6",,0.017475389,1.5654097,'-,[1.29677532-1.889693062],'-,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,5:46219082
rs28745309-<b>T</b>,"5 x 10-6",,0.010076427,1.4954325,'-,[1.257486816-1.778402944],XRCC4,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,5:83122237
rs78913069-<b>A</b>,"7 x 10-6",,0.010668975,1.5066519,'-,[1.260762692-1.800497393],XRCC4,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,5:83272067
rs654351-<b>G</b>,"2 x 10-6",,0.434686448,1.101157,'-,[1.058592798-1.145432464],"TFAP2A-AS1, TFAP2A","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:10414773
rs72828912-<b>A</b>,"3 x 10-6",,0.02740709,1.2953213,'-,[1.162188982-1.443704376],"HNRNPA1P58, NRSN1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:24091324
rs35789010-<b>A</b>,"8 x 10-8",,0.057734438,1.235953,'-,[1.144046309-1.335242974],CARMIL1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:25513951
rs13191296-<b>T</b>,"3 x 10-10",,0.066698384,1.26845,'-,[1.17795334-1.365899251],SCGN,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:25684378
rs36109883-<b>A</b>,"6 x 10-12",,0.068507564,1.2887794,'-,[1.198871275-1.385430147],H2AC6,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:26132842
rs34107459-<b>C</b>,"1 x 10-10",,0.073714125,1.2576606,'-,[1.172474838-1.349035565],"H3C9P, BTN3A2","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:26328125
rs13220495-<b>T</b>,"3 x 10-8",,0.075098735,1.2138206,'-,[1.133133528-1.300253026],BTN3A3,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:26441412
rs13201782-<b>A</b>,"2 x 10-8",,0.076363422,1.220866,'-,[1.139177984-1.308411621],ZNF322,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:26650825
rs35768595-<b>T</b>,"9 x 10-10",,0.076010276,1.2374042,'-,[1.155936353-1.324613723],"RPL10P2, MIR3143","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:27174125
rs71537559-<b>C</b>,"3 x 10-11",,0.077421629,1.2544878,'-,[1.173163961-1.341448896],"VN1R10P, ZNF204P","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:27342000
rs149866169-<b>A</b>,"1 x 10-11",,0.08478316,1.2456464,'-,[1.168887127-1.327446209],"HNRNPA1P1, ZNF184","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:27473944
rs13201294-<b>T</b>,"5 x 10-10",,0.089683477,1.2158015,'-,[1.143340389-1.292854961],"CD83P1, RNU6-471P","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:27588362
rs13218875-<b>T</b>,"2 x 10-10",,0.081266074,1.238864,'-,[1.159386415-1.323789655],"OR2B2, OR2W6P","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:27916234
rs149949-<b>C</b>,"2 x 10-10",,0.102170669,1.2057247,'-,[1.138576585-1.27683293],ZSCAN16-AS1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:28043738
rs34878803-<b>C</b>,"4 x 10-11",,0.077210179,1.2508706,'-,[1.170617536-1.336625496],PGBD1,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST004750,6:28282402
rs4573350-<b>T</b>,"3 x 10-9",,0.505,1.13,'-,[1.09-1.18],MORN5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST008835,9:122192836
rs4573350-<b>T</b>,"7 x 10-9","(East Asian)",0.26,1.22,'-,[1.14-1.31],MORN5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST008835,9:122192836
rs11375254-<b>T</b>,"3 x 10-8","(East Asian)",0.51,1.19,'-,[1.12-1.27],TP63,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST008835,3:189625454
rs2041742-<b>G</b>,"4 x 10-10",,NR,'-,"0.25 unit decrease",[-0.0832-0.5832],LINC01122,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,2:58858891
rs6757055-<b>A</b>,"8 x 10-8",,NR,'-,"0.14 unit decrease",[-0.1148-0.3948],IKZF2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,2:213134686
rs9267123-<b>C</b>,"6 x 10-18",,NR,'-,"0.22 unit increase",[0.083-0.357],"HCP5, LINC01149","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,6:31459618
rs31487-<b>?</b>,"4 x 10-30",,NR,'-,"0.19 unit decrease",[0.15-0.23],CLPTM1L,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,5:1340986
rs3131856-<b>?</b>,"3 x 10-10",,NR,'-,"0.24 unit increase",[0.12-0.36],"MOG, SUMO2P1","Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,6:29639324
rs11571815-<b>?</b>,"1 x 10-14",,NR,'-,"0.58 unit increase",[0.44-0.72],BRCA2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,13:32394413
rs55781567-<b>?</b>,"2 x 10-33",,NR,'-,"0.21 unit increase",[0.15-0.27],CHRNA5,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,15:78565644
rs56113850-<b>?</b>,"3 x 10-11",,NR,'-,"0.09 unit increase",[0.031-0.149],CYP2A6,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,19:40847202
rs17879961-<b>?</b>,"5 x 10-11",,NR,'-,"1.21 unit decrease",[-0.1816-2.6016],CHEK2,"Squamous cell lung carcinoma","squamous cell lung carcinoma",'-,GCST90134663,22:28725099
rs2736100-<b>G</b>,"2 x 10-22",,0.39,1.46,'-,[1.35-1.57],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000761,5:1286401
rs3117582-<b>C</b>,"5 x 10-12",,0.10,1.22,'-,[1.15-1.29],APOM,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000506,6:31652743
rs1051730-<b>T</b>,"2 x 10-51",,0.35,1.31,'-,[1.27-1.36],CHRNA3,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000506,15:78601997
rs31489-<b>C</b>,"2 x 10-10",,0.59,1.12,'-,[1.09-1.16],CLPTM1L,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000506,5:1342599
rs4324798-<b>A</b>,"2 x 10-8",,0.09,1.16,'-,[1.09-1.24],"LINC01623, NOP56P1","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000506,6:28808340
rs2736100-<b>G</b>,"2 x 10-10",,0.50,1.12,'-,[1.08-1.16],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000506,5:1286401
rs10937405-<b>C</b>,"7 x 10-12",,0.67,1.31,'-,[1.22-1.42],TP63,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000810,3:189665394
rs2736100-<b>C</b>,"3 x 10-11",,0.39,1.27,'-,[1.19-1.37],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST000810,5:1286401
rs2853677-<b>C</b>,"3 x 10-40",,0.30,1.41,'-,[1.32-1.50],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST001609,5:1287079
rs10937405-<b>C</b>,"7 x 10-17",,0.67,1.25,'-,[1.19-1.32],TP63,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST001609,3:189665394
rs7216064-<b>A</b>,"7 x 10-11",,0.707,1.2,'-,[1.13-1.26],BPTF,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST001609,17:67902693
rs3817963-<b>G</b>,"3 x 10-10",,0.318,1.18,'-,[1.12-1.24],"BTNL2, TSBP1-AS1","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST001609,6:32400310
rs13314271-<b>T</b>,"7 x 10-10",(Adenocarcinoma),0.49,1.13,'-,[1.09-1.18],TP63,"Lung cancer","lung adenocarcinoma",'-,GCST002466,3:189639813
rs2736100-<b>G</b>,"2 x 10-31",,0.387,1.42,'-,[1.34-1.50],TERT,"EGFR mutation-positive lung adenocarcinoma","lung adenocarcinoma",'-,GCST003605,5:1286401
rs2179920-<b>A</b>,"5 x 10-17",,0.165,1.36,'-,[1.27-1.47],"HLA-DPB1, HLA-DPA2","EGFR mutation-positive lung adenocarcinoma","lung adenocarcinoma",'-,GCST003605,6:33091097
rs3817963-<b>G</b>,"1 x 10-16",,0.316,1.29,'-,[1.21-1.37],"BTNL2, TSBP1-AS1","EGFR mutation-positive lung adenocarcinoma","lung adenocarcinoma",'-,GCST003605,6:32400310
rs7636839-<b>A</b>,"9 x 10-13",,0.479,1.23,'-,[1.16-1.30],TP63,"EGFR mutation-positive lung adenocarcinoma","lung adenocarcinoma",'-,GCST003605,3:189639152
rs7216064-<b>A</b>,"2 x 10-12",,0.706,1.27,'-,[1.19-1.35],BPTF,"EGFR mutation-positive lung adenocarcinoma","lung adenocarcinoma",'-,GCST003605,17:67902693
rs2495239-<b>A</b>,"4 x 10-9",,0.382,1.19,'-,[1.12-1.26],FOXP4-AS1,"EGFR mutation-positive lung adenocarcinoma","lung adenocarcinoma",'-,GCST003605,6:41522750
rs2853677-<b>C</b>,"1 x 10-8",,0.273,1.37,'-,[1.23-1.53],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST003776,5:1287079
rs3217451-<b>AT</b>,"5 x 10-7",,0.87,0.89,'-,[0.85-0.93],UBXN4,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,2:135753722
rs76354137-<b>C</b>,"5 x 10-7",,0.38,0.9,'-,[0.87-0.94],"CYP1A1, CYP1A2","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,15:74737657
rs719739-<b>C</b>,"3 x 10-7",,0.57,0.92,'-,[0.89-0.95],LINC00676,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,13:109698114
rs12006500-<b>A</b>,"8 x 10-8",,0.65,1.12,'-,[1.07-1.16],"MUSK, LPAR1","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,9:110863180
rs55781567-<b>G</b>,"9 x 10-26",,NR,0.8,'-,[0.77-0.84],CHRNA5,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,15:78565644
rs4236709-<b>G</b>,"9 x 10-17",,NR,0.85,'-,[0.82-0.88],NRG1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,8:32552592
rs17038564-<b>G</b>,"2 x 10-8",,NR,0.87,'-,[0.83-0.91],ACTR2,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,2:65268924
rs1200399-<b>C</b>,"3 x 10-10",,NR,0.88,'-,[0.85-0.92],BAZ1A,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,14:34823979
rs55768116-<b>C</b>,"4 x 10-15",,NR,0.89,'-,[0.86-0.91],MPZL3,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,11:118237616
rs35201538-<b>C</b>,"2 x 10-8",,NR,0.91,'-,[0.88-0.94],"AQP7, AQP3","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,9:33422491
rs5879422-<b>T</b>,"9 x 10-12",,NR,1.11,'-,[1.08-1.14],DCBLD1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,6:117463496
rs200595745-<b>A</b>,"4 x 10-9",,NR,1.11,'-,[1.07-1.14],BPTF,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,17:67919174
rs2517873-<b>A</b>,"3 x 10-6",,NR,1.13,'-,[1.08-1.20],MCCD1P1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,6:29908215
rs10429489-<b>A</b>,"4 x 10-13",,NR,1.16,'-,[1.11-1.20],"RN7SL151P, MTAP","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,9:21787522
rs7741164-<b>A</b>,"4 x 10-12",,NR,1.17,'-,[1.12-1.22],FOXP4-AS1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,6:41525674
rs11375254-<b>T</b>,"8 x 10-26",,NR,1.18,'-,[1.14-1.22],TP63,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,3:189625454
rs1815741-<b>C</b>,"2 x 10-7",,0.92,0.84,'-,[0.78-0.89],"IFITM4P, HLA-V","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,6:29770913
rs4938515-<b>A</b>,"1 x 10-6",,0.37,1.08,'-,[1.05-1.12],PHLDB1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,11:118607689
rs56113850-<b>C</b>,"8 x 10-6",,NR,0.93,'-,[0.89-0.96],CYP2A6,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,19:40847202
rs2293607-<b>T</b>,"1 x 10-15",,NR,1.14,'-,[1.11-1.18],TERC,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,3:169764547
rs77468143-<b>T</b>,"7 x 10-12",,NR,1.14,'-,[1.10-1.18],"SECISBP2L, COPS2","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,15:49084427
rs7086803-<b>A</b>,"3 x 10-13",,NR,1.17,'-,[1.12-1.23],VTI1A,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,10:112738717
rs7705526-<b>A</b>,"4 x 10-65",,NR,1.31,'-,[1.27-1.35],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST012201,5:1285859
rs35535570-<b>A</b>,"3 x 10-7",,0.065139767,1.2211821,'-,[1.131188032-1.318335848],MIGA1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,1:77794071
rs12369136-<b>G</b>,"3 x 10-6",,0.039989151,1.2264934,'-,[1.125512775-1.336533821],PDE3A,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,12:20423940
rs79421398-<b>C</b>,"3 x 10-7",,0.049231633,1.233339,'-,[1.138544749-1.336025559],CABLES1,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,18:23161171
rs7705526-<b>A</b>,"4 x 10-35",,0.342168639,1.2488487,'-,[1.20564202-1.293603768],TERT,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,5:1285859
rs75420629-<b>C</b>,"3 x 10-6",,0.032732199,1.252284,'-,[1.139214867-1.376575508],CNTLN,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,9:17348210
rs55781567-<b>G</b>,"3 x 10-48",,0.358612089,1.2763544,'-,[1.235221079-1.318857475],CHRNA5,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,15:78565644
rs75108857-<b>A</b>,"6 x 10-6",,0.019808378,1.3359972,'-,[1.178752674-1.514218162],'-,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,9:81087769
rs151124926-<b>T</b>,"3 x 10-6",,0.02070034,1.4010489,'-,[1.217470928-1.612307914],LINC01812,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,2:67740157
rs75227923-<b>A</b>,"4 x 10-6",,0.011075546,1.4561167,'-,[1.241032447-1.708477209],LINC02789,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,1:199247989
rs35772018-<b>C</b>,"8 x 10-8",,0.017398699,1.4609038,'-,[1.272305966-1.677458102],DCTN4,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,5:150730677
rs185866804-<b>A</b>,"6 x 10-6",,0.011101164,1.486243,'-,[1.251461915-1.765070394],'-,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,4:179623246
rs190996050-<b>C</b>,"1 x 10-7",,0.016581211,1.5653622,'-,[1.327700541-1.84556605],"SLC12A7, NKD2","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,5:1048492
rs79294676-<b>A</b>,"4 x 10-7",,0.011853736,1.6454077,'-,[1.357166959-1.994866039],"LINC01829, LINC01828","Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,2:67277529
rs114928225-<b>A</b>,"7 x 10-7",,0.010373336,1.6501971,'-,[1.353581526-2.011811428],LINC01956,"Lung adenocarcinoma","lung adenocarcinoma",'-,GCST004744,2:118692164
rs7741164-<b>A</b>,"1 x 10-12",,0.308,1.18,'-,[1.13-1.24],FOXP4-AS1,Adenocarcinoma,"lung adenocarcinoma",'-,GCST003326,6:41525674
