"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs79036893-<b>T</b>,"5 x 10-21",,0.784,'-,"0.014 unit increase",[0.012-0.016],"OTX1, RPL27P5","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:63104641
rs371708617-<b>G</b>,"8 x 10-13",,0.794,'-,"0.011 unit increase",[0.009-0.013],WDPCP,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:63705766
rs7619544-<b>C</b>,"1 x 10-8",,0.293,'-,"0.007 unit increase",[0.005-0.009],"ABHD5, RNU6-367P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:43852053
rs73079014-<b>C</b>,"7 x 10-18",,0.875,'-,"0.015 unit increase",[0.011-0.019],"TRAIP, UBA7","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:49826050
rs2526384-<b>C</b>,"8 x 10-23",,0.656,'-,"0.013 unit decrease",[0.011-0.015],SEMA3F-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:50143703
rs6445538-<b>T</b>,"1 x 10-11",,0.776,'-,"0.009 unit decrease",[0.007-0.011],"STIMATE, STIMATE-MUSTN1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:52840272
rs312480-<b>T</b>,"2 x 10-10",,0.102,'-,"0.013 unit decrease",[0.0091-0.0169],CACNA1D,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:53495113
rs7649275-<b>G</b>,"3 x 10-12",,0.145,'-,"0.012 unit increase",[0.0081-0.0159],CACNA1D,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:53724676
rs61578424-<b>G</b>,"1 x 10-12",,0.852,'-,"0.012 unit decrease",[0.0081-0.0159],CACNA2D3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:54126299
rs12488237-<b>T</b>,"6 x 10-9",,0.943,'-,"0.016 unit decrease",[0.01-0.022],ERC2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:56080833
rs1002202-<b>G</b>,"5 x 10-17",,0.577,'-,"0.01 unit increase",[0.008-0.012],"RNU6-281P, FOXP1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:70821939
rs11720703-<b>C</b>,"3 x 10-27",,0.471,'-,"0.013 unit decrease",[0.011-0.015],FOXP1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:71011489
rs13064098-<b>C</b>,"3 x 10-8",,0.826,'-,"0.008 unit increase",[0.006-0.01],"RNU6-1270P, PDZRN3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:73271794
rs62266828-<b>G</b>,"4 x 10-14",,0.814,'-,"0.012 unit increase",[0.0081-0.0159],"CNTN3, NIPA2P2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:74991188
rs7426688-<b>C</b>,"6 x 10-12",,0.742,'-,"0.009 unit increase",[0.007-0.011],ROBO2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:77191679
rs796529-<b>A</b>,"2 x 10-9",,0.29,'-,"0.008 unit increase",[0.006-0.01],ROBO2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:77531064
rs55756441-<b>A</b>,"7 x 10-10",,0.81,'-,"0.009 unit decrease",[0.0051-0.0129],"LINC02027, GBE1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:81195215
rs75415431-<b>G</b>,"4 x 10-18",,0.802,'-,"0.013 unit increase",[0.011-0.015],"SRRM1P2, CYP51A1P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:83284874
rs12714592-<b>A</b>,"2 x 10-21",,0.722,'-,"0.012 unit decrease",[0.01-0.014],"SRRM1P2, LINC00971","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:84338799
rs993137-<b>C</b>,"5 x 10-53",,0.383,'-,"0.02 unit increase",[0.018-0.022],CADM2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:85449885
rs4856605-<b>G</b>,"2 x 10-30",,0.691,'-,"0.014 unit increase",[0.012-0.016],CADM2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:85858431
rs6767258-<b>G</b>,"4 x 10-15",,0.153,'-,"0.013 unit decrease",[0.0091-0.0169],"ZNF654, CGGBP1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:88133743
rs9835892-<b>C</b>,"2 x 10-15",,0.573,'-,"0.01 unit decrease",[0.008-0.012],"NSUN3, ARMC10P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:94488096
rs7614520-<b>C</b>,"1 x 10-8",,0.625,'-,"0.007 unit increase",[0.005-0.009],"RAP1BP2, ALCAM","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:104519536
rs79269403-<b>G</b>,"1 x 10-15",,0.769,'-,"0.011 unit increase",[0.009-0.013],HHLA2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:108317972
rs16855073-<b>C</b>,"2 x 10-10",,0.801,'-,"0.009 unit decrease",[0.007-0.011],MORC1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:108976244
rs2722033-<b>C</b>,"1 x 10-8",,0.063,'-,"0.013 unit decrease",[0.0091-0.0169],ZBTB20,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:114431487
rs6742483-<b>G</b>,"7 x 10-13",,0.692,'-,"0.009 unit decrease",[0.007-0.011],SCN2A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:165368443
rs77143891-<b>C</b>,"3 x 10-9",,0.958,'-,"0.016 unit decrease",[0.01-0.022],RAPGEF4-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:172704236
rs7575189-<b>G</b>,"2 x 10-14",,0.412,'-,"0.009 unit increase",[0.007-0.011],MAP3K20,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:173150440
rs4972559-<b>G</b>,"4 x 10-10",,0.306,'-,"0.008 unit decrease",[0.006-0.01],"JPT1P1, CDCA7","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:173388566
rs7584946-<b>T</b>,"6 x 10-10",,0.566,'-,"0.007 unit increase",[0.005-0.009],PDE11A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:177796398
rs4233789-<b>T</b>,"1 x 10-16",,0.252,'-,"0.012 unit decrease",[0.01-0.014],LINC01934,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:181179770
rs1918700-<b>G</b>,"3 x 10-8",,0.26,'-,"0.007 unit decrease",[0.005-0.009],"PDE1A, DNAJC10","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:182584998
rs56306056-<b>G</b>,"9 x 10-13",,0.782,'-,"0.01 unit increase",[0.008-0.012],"LIN28AP1, CACYBPP2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:183551882
rs1534599-<b>T</b>,"1 x 10-8",,0.414,'-,"0.007 unit decrease",[0.005-0.009],"MAIP1, SPATS2L","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:200208410
rs13394795-<b>T</b>,"2 x 10-13",,0.758,'-,"0.01 unit increase",[0.008-0.012],"RNU6-440P, FZD7","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:202003008
rs6715945-<b>A</b>,"2 x 10-8",,0.797,'-,"0.008 unit decrease",[0.006-0.01],"BMPR2, RN7SL40P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:202358572
rs2135160-<b>T</b>,"2 x 10-8",,0.9,'-,"0.011 unit decrease",[0.0071-0.0149],ERBB4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:212349743
rs72944387-<b>C</b>,"2 x 10-13",,0.746,'-,"0.01 unit decrease",[0.008-0.012],IKZF2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:213006241
rs7580488-<b>C</b>,"9 x 10-13",,0.621,'-,"0.009 unit increase",[0.007-0.011],"CUL3, CCDC195","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:224608546
rs12690535-<b>G</b>,"5 x 10-14",,0.179,'-,"0.011 unit decrease",[0.0071-0.0149],"DOCK10, NYAP2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:225394657
rs9809849-<b>G</b>,"2 x 10-9",,0.578,'-,"0.007 unit decrease",[0.005-0.009],"CRBN, SUMF1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:3684472
rs4479577-<b>C</b>,"7 x 10-9",,0.516,'-,"0.007 unit decrease",[0.005-0.009],"RN7SL553P, GRM7-AS3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:5682131
rs55855024-<b>C</b>,"6 x 10-13",,0.701,'-,"0.009 unit decrease",[0.007-0.011],PLCL2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:16809262
rs9812906-<b>G</b>,"3 x 10-11",,0.559,'-,"0.008 unit increase",[0.006-0.01],TBC1D5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:17484013
rs56168640-<b>G</b>,"2 x 10-8",,0.723,'-,"0.008 unit increase",[0.006-0.01],SGO1-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:20671102
rs13099267-<b>G</b>,"8 x 10-9",,0.301,'-,"0.007 unit decrease",[0.005-0.009],UBE2E1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:23837326
rs904592-<b>C</b>,"2 x 10-10",,0.514,'-,"0.007 unit decrease",[0.005-0.009],"RARB, RNA5SP125","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:25151611
rs1520625-<b>G</b>,"2 x 10-8",,0.633,'-,"0.007 unit decrease",[0.005-0.009],LINC01811,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:34567384
rs67723420-<b>T</b>,"1 x 10-8",,0.631,'-,"0.007 unit increase",[0.005-0.009],ARPP21,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:35733623
rs76887862-<b>G</b>,"3 x 10-13",,0.863,'-,"0.012 unit decrease",[0.0081-0.0159],"SNRK, POMGNT2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:43279922
rs2865303-<b>G</b>,"2 x 10-22",,0.15,'-,"0.015 unit decrease",[0.011-0.019],"LINC02024, IGSF11","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:118074139
rs7634976-<b>A</b>,"5 x 10-11",,0.849,'-,"0.011 unit increase",[0.0071-0.0149],"IGSF11, LINC02024","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:118895888
rs9820753-<b>G</b>,"2 x 10-9",,0.838,'-,"0.009 unit increase",[0.007-0.011],RAB7A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:128727349
rs1847831-<b>G</b>,"3 x 10-11",,0.464,'-,"0.008 unit increase",[0.006-0.01],CPNE4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:132189984
rs6789372-<b>C</b>,"8 x 10-9",,0.753,'-,"0.008 unit increase",[0.006-0.01],EPHB1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:134968452
rs6772801-<b>A</b>,"4 x 10-8",,0.712,'-,"0.007 unit increase",[0.005-0.009],COPB2-DT,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:139777629
rs34803973-<b>C</b>,"2 x 10-11",,0.599,'-,"0.008 unit increase",[0.006-0.01],"LINC02010, PLSCR5","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:146645222
rs2279829-<b>C</b>,"3 x 10-18",,0.788,'-,"0.013 unit increase",[0.011-0.015],ZIC4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:147388532
rs10935779-<b>C</b>,"6 x 10-13",,0.577,'-,"0.009 unit increase",[0.007-0.011],"RNF13, ANKUB1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:149825315
rs1724679-<b>G</b>,"4 x 10-11",,0.376,'-,"0.008 unit decrease",[0.006-0.01],RSRC1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:158235640
rs2595239-<b>G</b>,"3 x 10-9",,0.564,'-,"0.007 unit increase",[0.005-0.009],"IQCJ-SCHIP1, IQCJ","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:159260507
rs7640631-<b>C</b>,"6 x 10-9",,0.752,'-,"0.008 unit decrease",[0.006-0.01],NLGN1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:173680206
rs7646954-<b>G</b>,"2 x 10-12",,0.726,'-,"0.009 unit decrease",[0.007-0.011],"ACTG1P23, EI24P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:176018918
rs62291402-<b>G</b>,"2 x 10-10",,0.803,'-,"0.009 unit decrease",[0.007-0.011],FXR1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:180891129
rs4434184-<b>A</b>,"9 x 10-11",,0.814,'-,"0.01 unit decrease",[0.0061-0.0139],SOX2-OT,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:181705066
rs6443761-<b>T</b>,"3 x 10-8",,0.575,'-,"0.007 unit decrease",[0.005-0.009],SOX2-OT,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,3:181754604
rs1250101-<b>G</b>,"2 x 10-8",,0.616,'-,"0.007 unit increase",[0.005-0.009],CTBP1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:1242323
rs4834978-<b>T</b>,"4 x 10-9",,0.506,'-,"0.007 unit decrease",[0.005-0.009],"ECM1P2, RNU6-578P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:12315850
rs139800775-<b>T</b>,"4 x 10-9",,0.856,'-,"0.011 unit decrease",[0.0071-0.0149],"SLIT2, LINC02438","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:20211803
rs10805238-<b>G</b>,"2 x 10-8",,0.737,'-,"0.008 unit decrease",[0.006-0.01],"RFPL4AP3, GBA3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:23008383
rs210778-<b>G</b>,"1 x 10-9",,0.344,'-,"0.007 unit decrease",[0.005-0.009],"IGBP1P5, LINC02261","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:27431896
rs9994140-<b>A</b>,"1 x 10-13",,0.298,'-,"0.009 unit increase",[0.007-0.011],"RN7SL101P, IGBP1P5","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:28095670
rs60189085-<b>A</b>,"4 x 10-11",,0.661,'-,"0.008 unit increase",[0.006-0.01],"RN7SL101P, MIR4275","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:28785031
rs7675916-<b>C</b>,"3 x 10-24",,0.713,'-,"0.013 unit increase",[0.011-0.015],PCDH7,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:31142196
rs12508050-<b>A</b>,"8 x 10-12",,0.583,'-,"0.008 unit decrease",[0.006-0.01],"RNU6-573P, ARAP2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:35509449
rs279846-<b>C</b>,"7 x 10-10",,0.541,'-,"0.007 unit increase",[0.005-0.009],GABRA2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:46327869
rs116229101-<b>C</b>,"8 x 10-10",,0.937,'-,"0.015 unit increase",[0.011-0.019],GABRB1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:47197971
rs7680140-<b>A</b>,"1 x 10-10",,0.531,'-,"0.007 unit increase",[0.005-0.009],REST,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:56957291
rs1397808-<b>A</b>,"3 x 10-15",,0.354,'-,"0.01 unit increase",[0.008-0.012],"LINC02429, Y_RNA","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:59445628
rs6551924-<b>C</b>,"3 x 10-12",,0.811,'-,"0.01 unit decrease",[0.008-0.012],Y_RNA,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:59580100
rs10026213-<b>A</b>,"3 x 10-9",,0.579,'-,"0.007 unit increase",[0.005-0.009],"ADGRL3, ADGRL3-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:62077193
rs1435428-<b>G</b>,"4 x 10-10",,0.224,'-,"0.009 unit increase",[0.007-0.011],"RNU6-699P, RNU1-63P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:67024430
rs1801915-<b>G</b>,"4 x 10-11",,0.853,'-,"0.011 unit increase",[0.0071-0.0149],FAM13A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:88732106
rs6841600-<b>T</b>,"1 x 10-9",,0.821,'-,"0.009 unit increase",[0.007-0.011],"STPG2, COX7A2P2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:97054297
rs992493-<b>T</b>,"2 x 10-10",,0.185,'-,"0.01 unit increase",[0.0061-0.0139],TET2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:105259107
rs72678859-<b>C</b>,"2 x 10-23",,0.833,'-,"0.017 unit increase",[0.013-0.021],"RNU6-289P, CCDC34P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:111485805
rs615551-<b>C</b>,"1 x 10-9",,0.179,'-,"0.009 unit decrease",[0.007-0.011],"LINC02466, ZSWIM5P3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:129484578
rs7696257-<b>G</b>,"2 x 10-9",,0.645,'-,"0.007 unit decrease",[0.005-0.009],"LINC02511, TERF1P3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:136553628
rs1948897-<b>G</b>,"7 x 10-11",,0.435,'-,"0.008 unit decrease",[0.006-0.01],"NOCT, LINC00499","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:138789340
rs6845079-<b>G</b>,"3 x 10-9",,0.798,'-,"0.009 unit decrease",[0.007-0.011],"LINC00499, NOCT","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:138951425
rs1455480-<b>G</b>,"2 x 10-12",,0.553,'-,"0.008 unit decrease",[0.006-0.01],MAML3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:139878113
rs13109980-<b>G</b>,"8 x 10-17",,0.675,'-,"0.01 unit increase",[0.008-0.012],MAML3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:139965809
rs6831966-<b>C</b>,"3 x 10-14",,0.328,'-,"0.009 unit decrease",[0.007-0.011],INPP4B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:142583025
rs10001365-<b>G</b>,"3 x 10-19",,0.614,'-,"0.011 unit increase",[0.009-0.013],TTC29,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:146876062
rs13111795-<b>G</b>,"2 x 10-10",,0.575,'-,"0.008 unit decrease",[0.006-0.01],LINC02273,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:152098945
rs35590005-<b>G</b>,"1 x 10-9",,0.513,'-,"0.007 unit increase",[0.005-0.009],"RNA5SP173, NDUFB5P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:180564456
rs11934532-<b>A</b>,"3 x 10-8",,0.733,'-,"0.007 unit increase",[0.005-0.009],"LINC02500, LINC00290","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,4:181242936
rs35058211-<b>G</b>,"1 x 10-8",,0.625,'-,"0.007 unit decrease",[0.005-0.009],"HPRT1P2, RN7SKP207","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:30034186
rs1921086-<b>G</b>,"3 x 10-14",,0.453,'-,"0.009 unit decrease",[0.007-0.011],"HPRT1P2, RPL19P11","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:30840032
rs13174257-<b>C</b>,"4 x 10-14",,0.874,'-,"0.014 unit decrease",[0.01-0.018],"MRPS30, HCN1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:45238605
rs7708354-<b>T</b>,"2 x 10-10",,0.762,'-,"0.009 unit decrease",[0.007-0.011],TENM2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:168217288
rs10070758-<b>G</b>,"3 x 10-13",,0.285,'-,"0.009 unit decrease",[0.007-0.011],RANBP17,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:171012068
rs359456-<b>T</b>,"1 x 10-12",,0.432,'-,"0.008 unit increase",[0.006-0.01],"LINC01485, CPEB4","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:173852805
rs559602-<b>C</b>,"3 x 10-8",,0.647,'-,"0.007 unit increase",[0.005-0.009],"RNA5SP202, ECI2-DT","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:4366474
rs4714052-<b>G</b>,"3 x 10-11",,0.216,'-,"0.01 unit increase",[0.008-0.012],"AMD1P4, HIVEP1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:11945249
